day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-2,29100,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,29200,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,29300,AMETHYSTS,9996,2,9995,30,,,10002,3,10004,2,10005,30,9999.0,0.0
-2,29400,AMETHYSTS,10002,1,9996,1,9995,25,10004,1,10005,25,,,10003.0,0.0
-2,29500,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,29600,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,29700,AMETHYSTS,9996,1,9995,25,,,10002,4,10004,1,10005,25,9999.0,0.0
-2,29800,AMETHYSTS,9998,6,9996,1,9995,30,10004,1,10005,30,,,10001.0,0.0
-2,29900,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,30000,AMETHYSTS,9998,3,9996,1,9995,30,10004,1,10005,30,,,10001.0,0.0
-2,30100,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,30200,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,30300,AMETHYSTS,9996,2,9995,29,,,10002,9,10004,2,10005,29,9999.0,0.0
-2,30400,AMETHYSTS,10000,5,9996,2,9995,29,10002,8,10004,2,10005,29,10001.0,0.0
-2,30500,AMETHYSTS,9998,5,9996,2,9995,20,10004,2,10005,20,,,10001.0,0.0
-2,30600,AMETHYSTS,9996,2,9995,20,,,10002,4,10004,2,10005,20,9999.0,0.0
-2,30700,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,30800,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,30900,AMETHYSTS,9996,2,9995,28,,,10002,6,10004,2,10005,28,9999.0,0.0
-2,31000,AMETHYSTS,10000,4,9996,1,9995,22,10004,1,10005,22,,,10002.0,0.0
-2,31100,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,31200,AMETHYSTS,9996,2,9995,29,,,10002,6,10004,2,10005,29,9999.0,0.0
-2,31300,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,31400,AMETHYSTS,9995,26,,,,,9998,1,10005,26,,,9996.5,0.0
-2,31500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,31600,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,31700,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,31800,AMETHYSTS,10000,6,9996,1,9995,25,10004,1,10005,25,,,10002.0,0.0
-2,31900,AMETHYSTS,9998,3,9995,28,,,10005,28,,,,,10001.5,0.0
-2,32000,AMETHYSTS,9996,1,9995,24,,,10004,1,10005,24,,,10000.0,0.0
-2,32100,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,32200,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,32300,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,32400,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,32500,AMETHYSTS,9998,1,9996,1,9995,21,10004,1,10005,21,,,10001.0,0.0
-2,32600,AMETHYSTS,10002,1,9995,30,,,10005,30,,,,,10003.5,0.0
-2,32700,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,32800,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,32900,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,33000,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,33100,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,33200,AMETHYSTS,9996,1,9995,20,,,10002,7,10004,1,10005,20,9999.0,0.0
-2,33300,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,33400,AMETHYSTS,9996,2,9995,30,,,10002,3,10004,2,10005,30,9999.0,0.0
-2,33500,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,33600,AMETHYSTS,10002,6,9995,27,,,10005,27,,,,,10003.5,0.0
-2,33700,AMETHYSTS,9996,1,9995,27,,,10002,1,10004,1,10005,27,9999.0,0.0
-2,33800,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,33900,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,34000,AMETHYSTS,10002,1,9995,30,,,10005,30,,,,,10003.5,0.0
-2,34100,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,34200,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,34300,AMETHYSTS,10002,1,9996,1,9995,22,10004,1,10005,22,,,10003.0,0.0
-2,34400,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,34500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,34600,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,34700,AMETHYSTS,9998,6,9995,24,,,10005,24,,,,,10001.5,0.0
-2,34800,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,34900,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,35000,AMETHYSTS,10002,1,9995,20,,,10005,20,,,,,10003.5,0.0
-2,35100,AMETHYSTS,10002,3,9996,2,9995,29,10004,2,10005,29,,,10003.0,0.0
-2,35200,AMETHYSTS,9996,2,9995,28,,,10002,10,10004,2,10005,28,9999.0,0.0
-2,35300,AMETHYSTS,9998,6,9996,1,9995,27,10004,1,10005,27,,,10001.0,0.0
-2,35400,AMETHYSTS,10002,3,9995,25,,,10005,25,,,,,10003.5,0.0
-2,35500,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,35600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,35700,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,35800,AMETHYSTS,9998,7,9996,1,9995,30,10004,1,10005,30,,,10001.0,0.0
-2,35900,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,36000,AMETHYSTS,9995,30,,,,,10002,5,10005,30,,,9998.5,0.0
-2,36100,AMETHYSTS,10002,8,9996,2,9995,24,10004,2,10005,24,,,10003.0,0.0
-2,36200,AMETHYSTS,9996,1,9995,29,,,9998,1,10004,1,10005,29,9997.0,0.0
-2,36300,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,0.0
-2,36400,AMETHYSTS,9998,1,9996,1,9995,20,10004,1,10005,20,,,10001.0,0.0
-2,36500,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,36600,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,36700,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,36800,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,36900,AMETHYSTS,9996,1,9995,26,,,10004,1,10005,26,,,10000.0,0.0
-2,37000,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,37100,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,37200,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,37300,AMETHYSTS,9996,1,9995,27,,,9998,10,10002,4,10004,1,9997.0,0.0
-2,37400,AMETHYSTS,10002,1,9998,2,9995,30,10005,30,,,,,10003.5,0.0
-2,37500,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,0.0
-2,37600,AMETHYSTS,9995,22,,,,,10002,7,10005,22,,,9998.5,0.0
-2,37700,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,37800,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,37900,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,38000,AMETHYSTS,10002,1,9996,2,9995,30,10004,2,10005,30,,,10003.0,0.0
-2,38100,AMETHYSTS,9996,2,9995,26,,,10002,2,10004,2,10005,26,9999.0,0.0
-2,38200,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,38300,AMETHYSTS,9998,5,9995,26,,,10005,26,,,,,10001.5,0.0
-2,38400,AMETHYSTS,9996,1,9995,23,,,10000,6,10004,1,10005,23,9998.0,0.0
-2,38500,AMETHYSTS,10002,1,9995,21,,,10005,21,,,,,10003.5,0.0
-2,38600,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,38700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,38800,AMETHYSTS,9996,1,9995,20,,,10002,1,10004,1,10005,20,9999.0,0.0
-2,38900,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,39000,AMETHYSTS,9995,23,,,,,10002,9,10005,23,,,9998.5,0.0
-2,39100,AMETHYSTS,9998,8,9996,1,9995,24,10004,1,10005,24,,,10001.0,0.0
-2,39200,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,39300,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,39400,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,39500,AMETHYSTS,9995,27,,,,,9998,1,10002,2,10005,27,9996.5,0.0
-2,39600,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,39700,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,39800,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,39900,AMETHYSTS,9996,1,9995,30,,,10002,4,10004,1,10005,30,9999.0,0.0
-2,40000,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,40100,AMETHYSTS,9996,2,9995,29,,,10002,8,10004,2,10005,29,9999.0,0.0
-2,40200,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,40300,AMETHYSTS,9995,22,,,,,9998,1,10005,22,,,9996.5,0.0
-2,40400,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,40500,AMETHYSTS,10002,1,9996,2,9995,27,10004,2,10005,27,,,10003.0,0.0
-2,40600,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,0.0
-2,40700,AMETHYSTS,9998,7,9996,2,9995,20,10004,2,10005,20,,,10001.0,0.0
-2,40800,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,40900,AMETHYSTS,9998,10,9996,2,9995,26,10004,2,10005,26,,,10001.0,0.0
-2,41000,AMETHYSTS,9995,21,,,,,10002,10,10005,21,,,9998.5,0.0
-2,41100,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,41200,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,41300,AMETHYSTS,9998,2,9996,1,9995,24,10004,1,10005,24,,,10001.0,0.0
-2,41400,AMETHYSTS,9998,5,9996,2,9995,23,10000,4,10004,2,10005,23,9999.0,0.0
-2,41500,AMETHYSTS,9998,8,9996,2,9995,20,10004,2,10005,20,,,10001.0,0.0
-2,41600,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,41700,AMETHYSTS,10000,5,9995,21,,,10005,21,,,,,10002.5,0.0
-2,41800,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,41900,AMETHYSTS,9996,1,9995,21,,,9998,4,10004,1,10005,21,9997.0,0.0
-2,42000,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,42100,AMETHYSTS,9998,8,9996,2,9995,21,10004,2,10005,21,,,10001.0,0.0
-2,42200,AMETHYSTS,10002,1,9995,28,,,10005,28,,,,,10003.5,0.0
-2,42300,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,42400,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,0.0
-2,42500,AMETHYSTS,9995,24,,,,,10002,3,10005,24,,,9998.5,0.0
-2,42600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,42700,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,42800,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,42900,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
-2,43000,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,43100,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,43200,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,43300,AMETHYSTS,9996,1,9995,24,,,10004,1,10005,24,,,10000.0,0.0
-2,43400,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,43500,AMETHYSTS,9998,7,9995,23,,,10005,23,,,,,10001.5,0.0
-2,43600,AMETHYSTS,9996,2,9995,21,,,10002,9,10004,2,10005,21,9999.0,0.0
-2,43700,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,43800,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,43900,AMETHYSTS,10002,4,9998,2,9996,1,10004,1,10005,29,,,10003.0,0.0
-2,44000,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,44100,AMETHYSTS,9995,24,,,,,9998,1,10002,2,10005,24,9996.5,0.0
-2,44200,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,44300,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,44400,AMETHYSTS,9998,7,9995,28,,,10005,28,,,,,10001.5,0.0
-2,44500,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,44600,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,44700,AMETHYSTS,9995,29,,,,,10002,10,10005,29,,,9998.5,0.0
-2,44800,AMETHYSTS,9995,29,,,,,9998,1,10002,10,10005,29,9996.5,0.0
-2,44900,AMETHYSTS,9996,1,9995,25,,,10004,1,10005,25,,,10000.0,0.0
-2,45000,AMETHYSTS,10002,1,9996,2,9995,24,10004,2,10005,24,,,10003.0,0.0
-2,45100,AMETHYSTS,9996,1,9995,26,,,10004,1,10005,26,,,10000.0,0.0
-2,45200,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,45300,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,45400,AMETHYSTS,9996,2,9995,21,,,9998,1,10004,2,10005,21,9997.0,0.0
-2,45500,AMETHYSTS,9996,1,9995,24,,,10000,3,10004,1,10005,24,9998.0,0.0
-2,45600,AMETHYSTS,9995,26,,,,,10002,5,10005,26,,,9998.5,0.0
-2,45700,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,45800,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,45900,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,46000,AMETHYSTS,9996,2,9995,24,,,10004,2,10005,24,,,10000.0,0.0
-2,46100,AMETHYSTS,9998,6,9996,2,9995,23,10004,2,10005,23,,,10001.0,0.0
-2,46200,AMETHYSTS,9998,2,9996,1,9995,27,10004,1,10005,27,,,10001.0,0.0
-2,46300,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,46400,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,46500,AMETHYSTS,10000,6,9996,1,9995,30,10004,1,10005,30,,,10002.0,0.0
-2,46600,AMETHYSTS,9998,10,9996,1,9995,27,10004,1,10005,27,,,10001.0,0.0
-2,46700,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,46800,AMETHYSTS,9996,1,9995,21,,,10004,1,10005,21,,,10000.0,0.0
-2,46900,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,47000,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,47100,AMETHYSTS,9996,2,9995,24,,,9998,1,10004,2,10005,24,9997.0,0.0
-2,47200,AMETHYSTS,10002,1,9996,2,9995,28,10004,2,10005,28,,,10003.0,0.0
-2,47300,AMETHYSTS,10002,1,9998,3,9995,25,10005,25,,,,,10003.5,0.0
-2,47400,AMETHYSTS,9995,24,,,,,10002,9,10005,24,,,9998.5,0.0
-2,47500,AMETHYSTS,9995,30,,,,,10002,1,10005,30,,,9998.5,0.0
-2,47600,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,47700,AMETHYSTS,9996,1,9995,22,,,10002,8,10004,1,10005,22,9999.0,0.0
-2,47800,AMETHYSTS,9996,1,9995,22,,,10002,8,10004,1,10005,22,9999.0,0.0
-2,47900,AMETHYSTS,10002,1,9995,27,,,10005,27,,,,,10003.5,0.0
-2,48000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,48100,AMETHYSTS,9995,21,,,,,10002,9,10005,21,,,9998.5,0.0
-2,48200,AMETHYSTS,9998,5,9995,25,,,10005,25,,,,,10001.5,0.0
-2,48300,AMETHYSTS,9996,1,9995,28,,,9998,1,10000,5,10004,1,9997.0,0.0
-2,48400,AMETHYSTS,9995,27,,,,,10002,7,10005,27,,,9998.5,0.0
-2,48500,AMETHYSTS,9995,29,,,,,9998,1,10005,29,,,9996.5,0.0
-2,48600,AMETHYSTS,9996,1,9995,28,,,10004,1,10005,28,,,10000.0,0.0
-2,48700,AMETHYSTS,9996,1,9995,22,,,10004,1,10005,22,,,10000.0,0.0
-2,48800,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,48900,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
-2,49000,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,49100,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,49200,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,49300,AMETHYSTS,9998,9,9996,1,9995,21,10004,1,10005,21,,,10001.0,0.0
-2,49400,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,49500,AMETHYSTS,9996,2,9995,30,,,10004,2,10005,30,,,10000.0,0.0
-2,49600,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,49700,AMETHYSTS,9998,7,9996,2,9995,26,10004,2,10005,26,,,10001.0,0.0
-2,49800,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,49900,AMETHYSTS,9998,3,9995,23,,,10005,23,,,,,10001.5,0.0
-2,50000,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,50100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,50200,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,50300,AMETHYSTS,9995,30,,,,,10002,10,10005,30,,,9998.5,0.0
-2,50400,AMETHYSTS,9998,4,9996,1,9995,22,10000,2,10004,1,10005,22,9999.0,0.0
-2,50500,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,50600,AMETHYSTS,10002,1,9996,2,9995,21,10004,2,10005,21,,,10003.0,0.0
-2,50700,AMETHYSTS,9996,2,9995,22,,,10004,2,10005,22,,,10000.0,0.0
-2,50800,AMETHYSTS,10002,5,9996,2,9995,22,10004,2,10005,22,,,10003.0,0.0
-2,50900,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,51000,AMETHYSTS,9996,2,9995,26,,,10004,2,10005,26,,,10000.0,0.0
-2,51100,AMETHYSTS,9998,6,9996,1,9995,25,10004,1,10005,25,,,10001.0,0.0
-2,51200,AMETHYSTS,9996,2,9995,28,,,10004,2,10005,28,,,10000.0,0.0
-2,51300,AMETHYSTS,9996,1,9995,24,,,10004,1,10005,24,,,10000.0,0.0
-2,51400,AMETHYSTS,9995,30,,,,,10002,3,10005,30,,,9998.5,0.0
-2,51500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,51600,AMETHYSTS,10000,5,9996,2,9995,22,10002,1,10004,2,10005,22,10001.0,0.0
-2,51700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
-2,51800,AMETHYSTS,9996,1,9995,24,,,10004,1,10005,24,,,10000.0,0.0
-2,51900,AMETHYSTS,9996,1,9995,23,,,10004,1,10005,23,,,10000.0,0.0
-2,52000,AMETHYSTS,9998,3,9995,29,,,10005,29,,,,,10001.5,0.0
-2,52100,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
-2,52200,AMETHYSTS,9996,2,9995,29,,,10004,2,10005,29,,,10000.0,0.0
-2,52300,AMETHYSTS,10002,1,9996,1,9995,27,10004,1,10005,27,,,10003.0,0.0
-2,52400,AMETHYSTS,9998,3,9996,1,9995,29,10004,1,10005,29,,,10001.0,0.0
-2,52500,AMETHYSTS,9996,1,9995,27,,,9998,1,10004,1,10005,27,9997.0,0.0
-2,52600,AMETHYSTS,9998,1,9996,1,9995,22,10000,4,10004,1,10005,22,9999.0,0.0
-2,52700,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,0.0
-2,52800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,52900,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
-2,53000,AMETHYSTS,10002,1,9996,1,9995,20,10004,1,10005,20,,,10003.0,0.0
-2,53100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,53200,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,53300,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,53400,AMETHYSTS,9998,6,9996,2,9995,23,10004,2,10005,23,,,10001.0,0.0
-2,53500,AMETHYSTS,9996,2,9995,21,,,10002,1,10004,2,10005,21,9999.0,0.0
-2,53600,AMETHYSTS,9995,24,,,,,9998,9,10005,24,,,9996.5,0.0
-2,53700,AMETHYSTS,9998,1,9995,30,,,10005,30,,,,,10001.5,0.0
-2,53800,AMETHYSTS,10002,3,9995,30,,,10005,30,,,,,10003.5,0.0
-2,53900,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,0.0
-2,54000,AMETHYSTS,9998,6,9996,1,9995,30,10004,1,10005,30,,,10001.0,0.0
-2,54100,AMETHYSTS,9998,2,9996,2,9995,22,10004,2,10005,22,,,10001.0,0.0
-2,54200,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
-2,54300,AMETHYSTS,9996,2,9995,23,,,10004,2,10005,23,,,10000.0,0.0
-2,54400,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,54500,AMETHYSTS,9996,1,9995,20,,,10004,1,10005,20,,,10000.0,0.0
-2,54600,AMETHYSTS,10002,3,9995,27,,,10005,27,,,,,10003.5,0.0
-2,54700,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,54800,AMETHYSTS,9998,8,9995,27,,,10005,27,,,,,10001.5,0.0
-2,54900,AMETHYSTS,9996,1,9995,28,,,10002,3,10004,1,10005,28,9999.0,0.0
-2,55000,AMETHYSTS,9996,2,9995,28,,,10002,8,10004,2,10005,28,9999.0,0.0
-2,55100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,55200,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,55300,AMETHYSTS,9996,2,9995,27,,,9998,1,10002,2,10004,2,9997.0,0.0
-2,55400,AMETHYSTS,9998,3,9996,1,9995,21,10004,1,10005,21,,,10001.0,0.0
-2,55500,AMETHYSTS,9995,25,,,,,10002,9,10005,25,,,9998.5,0.0
-2,55600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
-2,55700,AMETHYSTS,9996,2,9995,21,,,10004,2,10005,21,,,10000.0,0.0
-2,55800,AMETHYSTS,9998,6,9996,1,9995,26,10004,1,10005,26,,,10001.0,0.0
-2,55900,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
-2,56000,AMETHYSTS,9996,2,9995,22,,,10002,10,10004,2,10005,22,9999.0,0.0
-2,56100,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,56200,AMETHYSTS,9996,1,9995,29,,,10004,1,10005,29,,,10000.0,0.0
-2,56300,AMETHYSTS,10002,1,9996,2,9995,25,10004,2,10005,25,,,10003.0,0.0
-2,56400,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,56500,AMETHYSTS,9996,2,9995,27,,,10004,2,10005,27,,,10000.0,0.0
-2,56600,AMETHYSTS,9996,2,9995,29,,,10002,4,10004,2,10005,29,9999.0,0.0
-2,56700,AMETHYSTS,9998,3,9996,2,9995,24,10000,2,10004,2,10005,24,9999.0,0.0
-2,56800,AMETHYSTS,10002,1,9998,10,9996,2,10004,2,10005,22,,,10003.0,0.0
-2,56900,AMETHYSTS,9996,2,9995,20,,,10004,2,10005,20,,,10000.0,0.0
-2,57000,AMETHYSTS,9996,1,9995,27,,,10004,1,10005,27,,,10000.0,0.0
-2,57100,AMETHYSTS,9996,2,9995,25,,,10004,2,10005,25,,,10000.0,0.0
-2,57200,AMETHYSTS,10002,2,9996,1,9995,26,10004,1,10005,26,,,10003.0,0.0
-2,57300,AMETHYSTS,9996,1,9995,26,,,10002,9,10004,1,10005,26,9999.0,0.0
-2,57400,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,57500,AMETHYSTS,9998,5,9996,2,9995,23,10004,2,10005,23,,,10001.0,0.0
-2,57600,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
-2,57700,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
-2,57800,AMETHYSTS,9998,1,9996,2,9995,29,10004,2,10005,29,,,10001.0,0.0
-2,57900,AMETHYSTS,9996,2,9995,25,,,9998,1,10000,6,10004,2,9997.0,0.0
-2,58000,AMETHYSTS,9996,1,9995,24,,,9998,4,10004,1,10005,24,9997.0,0.0
-2,58100,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
-2,58200,AMETHYSTS,9996,1,9995,30,,,10004,1,10005,30,,,10000.0,0.0
-2,58300,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
